Id:3 Day:7 Len:1
Id:4 Day:70 Len:1
Id:6 Day:23 Len:1
Id:8 Day:8 Len:1
Id:8 Day:19 Len:1
Id:8 Day:22 Len:4
Id:10 Day:2 Len:1
Id:13 Day:2 Len:1
Id:14 Day:22 Len:1
Id:16 Day:27 Len:1
Id:17 Day:22 Len:1
Id:21 Day:7 Len:1
Id:23 Day:10 Len:2
Id:24 Day:1 Len:1
Id:24 Day:2 Len:1
Id:24 Day:3 Len:1
Id:24 Day:8 Len:1
Id:27 Day:6 Len:1
Id:28 Day:13 Len:2
Id:34 Day:8 Len:1
Id:36 Day:38 Len:1
Id:37 Day:1 Len:2
Id:38 Day:1 Len:1
Id:42 Day:10 Len:1
Id:43 Day:6 Len:1
Id:44 Day:1 Len:2
Id:48 Day:22 Len:1
Id:50 Day:1 Len:1
Id:50 Day:11 Len:1
Id:51 Day:1 Len:2
Id:51 Day:20 Len:1
Id:52 Day:6 Len:1
Id:52 Day:14 Len:1
Id:52 Day:42 Len:1
Id:52 Day:51 Len:1
Id:52 Day:54 Len:1
Id:52 Day:56 Len:1
Id:52 Day:58 Len:1
Id:52 Day:60 Len:3
Id:52 Day:63 Len:1
Id:52 Day:65 Len:3
Id:52 Day:66 Len:1
Id:52 Day:71 Len:1
Id:52 Day:72 Len:1
Id:52 Day:73 Len:1
Id:52 Day:74 Len:1
Id:52 Day:76 Len:3
Id:52 Day:77 Len:1
Id:52 Day:78 Len:4
Id:52 Day:79 Len:1
Id:52 Day:83 Len:1
Id:52 Day:85 Len:1
Id:53 Day:3 Len:1
Id:53 Day:7 Len:1
Id:53 Day:51 Len:2
Id:54 Day:2 Len:1
Id:55 Day:17 Len:1
Id:56 Day:1 Len:1
Id:58 Day:1 Len:1
Id:59 Day:5 Len:1
Id:59 Day:30 Len:1
Id:61 Day:30 Len:1
Id:61 Day:36 Len:1
Id:62 Day:2 Len:1
Id:63 Day:76 Len:1
Id:64 Day:49 Len:1
Id:64 Day:50 Len:2
Id:65 Day:1 Len:2
Id:65 Day:2 Len:1
Id:65 Day:4 Len:1
Id:65 Day:19 Len:1
Id:65 Day:21 Len:1
Id:65 Day:22 Len:1
Id:65 Day:29 Len:1
Id:65 Day:30 Len:1
Id:65 Day:35 Len:1
Id:65 Day:37 Len:1
Id:68 Day:8 Len:1
Id:68 Day:9 Len:1
Id:68 Day:37 Len:1
Id:69 Day:33 Len:1
Id:70 Day:1 Len:1
Id:70 Day:40 Len:1
Id:71 Day:41 Len:2
Id:75 Day:11 Len:1
Id:76 Day:77 Len:1
